State,StateCode,County,Establishment,Address,City,ZIP,Phone,LastInspection,Priority,InspectionURL,LastUpdated
New York,NY,Rockland,New City Bowl,90 North Main Street,New City,10956,,2025-10-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Perkins Mansion,494 East Avenue,Rochester,14607,,2025-12-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Seneca,Ace Automatics Inc.,1771 Auburn Road,Seneca Falls,13148,,2025-10-27,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,St. Paul Lutheran School,158 East Avenue,Hilton,14468,,2025-11-03,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Cattaraugus,Lou'S Tavern,11849 Main  Street,Perrysburg,14129,,2025-12-02,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Schaller'S (Irondequoit),559 East Ridge Road,Rochester,14621,,2026-01-23,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Herkimer,"Lanterns, The",275 Rasbach Road,Clayville,13322,,2025-07-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Mugal Palace,16 Broadway,Valhalla,10595,,2026-02-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,Taj Mahal Indian Restaurant,60 Genesee Street,New Hartford,13413,,2026-04-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Herkimer,West Canada Valley Cent.School,5447 State Route  28,Newport,13416,,2026-04-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,"Kayuta Drive In, Inc. (Rfd)",10101 Dustin Road,Remsen,13438,,2025-08-25,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Arc Deli (Rochester),1645 Lyell Avenue,Rochester,14606,,2025-12-02,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,California Grill,912 Vestal Parkway East,Vestal,13850,,2026-03-12,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ontario,Lafayette Motel And Restaurant,408 Lake Shore  Drive,Canandaigua,14424,,2026-01-16,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Children'S Center Of Brighton #2,2541  Lac Deville Boulevard,Rochester,14618,,2025-04-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Ontario,Vienna Gardens Senior Living,144 Main  Street,Phelps,14532,,2026-04-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Caffe Del Corso,3701 Vestal Parkway,Vestal,13850,,2026-01-27,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Dobys Submarines,43 Mall   P.O. Box 431,West Sand Lake,12196,,2026-03-31,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,Jericho Drive-In Theatre,21 Jericho Road,Glenmont,12077,,2026-03-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Ofa-Lincoln Court Apartment,21 New Street,Binghamton,13903,,2025-03-06,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Starbucks Coffee (Brighton-12 Cnrs),1914 Monroe Avenue,Rochester,14618,,2025-12-19,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orange,Newburgh Brewing Company,88 South Colden  Street,Newburgh,12550,,2026-01-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Ann G Mcguinness Elem School,1301 Union Center Highway,Endicott,13760,,2025-09-18,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,"Iron Kettle Coffee Shoppe, Inc.",215 East Dominick Street,Rome,13440,,2025-10-22,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Brockport Csd-Fred Hill & Catering,40 Allen Street,Brockport,14420,,2026-03-13,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Jefferson,Comfort Inn & Suites Watertown,110  Commerce Park Drive,Watertown,13601,,2025-12-03,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,"South Troy Diner, Inc.",579 First Street,Troy,12180,,2026-03-31,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Livingston,Limerock Speedway,21 Flint Hill Road,Caledonia,14423,,2018-09-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Madison,Copper Cricket Culinary Company,107 Utica Street,Hamilton,13346,,2026-04-08,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oswego,Hastings Gorski American Legion,8 Vida Drive,Williamstown,13493,,2026-03-03,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Genesee,Elba Central School,57 South Main Street,Elba,14058,,2025-07-31,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Wyoming,Flipside,3803 Main Street,Strykersville,14145,,2025-12-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,St James United Methodist Church,11 St James  Place,Lynbrook,11563,,2025-06-18,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Burger King (E Roc-Fairport Rd),875 Fairport Road,East Rochester,14445,,2025-07-07,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,"World Of Food Catering, A",493 Kings Highway,Valley Cottage,10989,,2026-06-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Chautauqua,The Tally Ho,16 Morris Avenue,Chautauqua,14722,,2025-06-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Ancient Order Of Hibernians,148 Main Street,Binghamton,13905,,2025-07-09,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Union Diner,3000 E. Main Street,Endwell,13760,,2026-03-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Elderone At Hudson,2066 Hudson Avenue,Rochester,14617,,2026-04-15,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Yates,Dunkin Donuts / Penn Yan,205 Lake  Street,Penn Yan,14527,,2026-01-07,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Nazareth Univ- Sushi Do @ The Roost,4245 East Avenue,Rochester,14618,,2025-09-03,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oswego,Harmony Riders Association,104 Shetler Road,Parish,13131,,2025-08-07,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Monsey Barbeque,106 Route 59,Monsey,10952,,2026-03-09,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,St Mary'S Council Knights Columbus,78 Hempstead Avenue,Lynbrook,11563,,2026-01-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Mattydale Fire Department,173 East Molloy Road,Mattydale,13211,,2026-02-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,P.J.'S Pizza,27 Ontario Street,Albany,12206,,2025-11-14,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Greece Csd-Paddy Hill Elementary,1801 Latta Road,Rochester,14612,,2026-01-29,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,Tony'S Pizza,501 North Jay Street,Rome,13440,,2025-12-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Grande Pizzeria Italian Restaurant,1250 Front Street,Binghamton,13901,,2026-01-29,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orleans,First Presbyterian Church Of Holley,34 East Albion Street,Holley,14470,,2024-11-07,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,Lumberjack'S Patio & Grill,1000 River Road,North Tonawanda,14120,,2025-06-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Washington,Main Street Variety,95 Main Street,Argyle,12809,,2025-09-25,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Broome,Susq Valley Richard T Stank,1040 Conklin Road,Conklin,13748,,2025-09-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Hometown Diner,26 Mall Way,West Sand Lake,12196,,2025-12-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Franklin,Young Life'S Saranac Village,4014 State Route 30,Saranac Lake,12983,,2026-06-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,Northside,415 North James Street,Rome,13440,,2019-10-11,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Chautauqua,South Hills Country Club,3108 Busti-Stillwater Rd,Jamestown,14701,,2025-06-14,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Lewis,U.C.Of Copenhagen Meal Site,Main Street,Copenhagen,13367,,2025-02-26,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Caraglio'S Pizza & Catering (Hilton),7 & 11 Main Street,Hilton,14468,,2026-03-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Nonna Rosa,315 North Route 303,Orangeburg,10962,,2026-01-15,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Putnam,Northwood Inn,14 Frances Kiernan Pl. Place,Carmel,10512,,2026-05-28,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Saratoga,Union Gables Inn,55 Union Avenue,Saratoga Springs,12866,,2026-05-21,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Fairport Csd-High School,1 Dave Paddock Way,Fairport,14450,,2026-03-19,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Warren,"Boathouse Restaurant Llc., (The)",3210 Lake Shore Drive,Lake George,12845,,2026-06-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Saratoga,Life Works Community Action Soup Kit,24  Circular  Street,Saratoga Springs,12866,,2026-04-09,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Mks - Eni Products (Avi),100 Highpower Road,Rochester,14623,,2025-12-16,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,Floyd Volunteer Fire Department,8367 Old Floyd Road,Floyd,13440,,2026-03-27,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Tioga,The Rustic Griddle,1121 State Route 96,Candor,13743,,2025-02-12,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Wyoming,Pioneer Elementary At Arcade,Church Street,Arcade,14009,,2026-02-26,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,George W. Miller Elementary School,50 Blauvelt Road,Nanuet,10954,,2025-10-28,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Village Of Pleasantville Senior Citi,1A Clinton Street,Pleasantville,10570,,2026-04-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Bonnie Briar Country Club -Glass Bar,808 Weaver Street,Larchmont,10538,,2025-07-22,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Atlantic Beach Club,1393 Beech  Street,Atlantic Beach,11509,,2025-08-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oswego,Oswego Theatre,138 West Second Street,Oswego,13126,,2025-10-09,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Washington,Greenwich Middle School,10 Gray Avenue,Greenwich,12834,,2026-03-11,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Wayne,Ruben Cirillo High School,3195  Wiedrick  Road,Walworth,14568,,2026-01-21,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Lewis,Brickfront (The),West Main Street,Port Leyden,13433,,2024-06-07,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Otsego,Dairy Queen,413 Chestnut Street,Oneonta,13820,,2026-06-16,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,American Legion Post #232,Route 12B Po Box 224,Clinton,13323,,2025-03-18,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Schenectady,Morrette'S King Steak House,1126 Erie Boulevard,Schenectady,12305,,2019-10-25,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orange,Building Blocks Cc Center,248 Lakeside Road,Newburgh,12550,,2026-04-29,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,Feast & Festivities,8411 Seneca Turnpike,New Hartford,13413,,2025-10-29,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Wayne,Marbletown Volunteer Fire Dept.,6416 Silver Hill  Road,Newark,14513,,2026-05-01,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Pearl River High School,275 East Central Avenue,Pearl River,10965,,2026-04-22,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Chuy'S Taqueria,1754 Mt. Hope Avenue,Rochester,14620,,2026-02-27,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Playa Bowls,3409 Erie Boulevard East,Syracuse,13217,,2026-06-08,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Ramapo Senior High School,400 Viola Road,Spring Valley,10977,,2007-07-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Kopani Commissary,40 Humboldt Street,Rochester,14609,,2026-05-05,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Ur Douglass Street,500 Wilson Boulevard,Rochester,14627,,2026-04-03,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Cayuga,Giuseppe'S Pizzeria,75 Owasco Street,Auburn,13021,,2025-03-06,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Dutchess,White House,1107 Main Street,Fishkill,12524,,2026-01-20,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Madison,"Corral-Morrisville Pizzeria, The",44 East Main Street,Morrisville,13408,,2025-12-22,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Ateres Charna,790 North Main  Street,Spring Valley,10977,,2026-02-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Domino'S (East Rochester),785 Fairport Road,East Rochester,14445,,2025-09-25,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Bruster'S Real Ice Cream (Greece),824 Long Pond Road,Rochester,14612,,2025-04-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,F-M Youth Football Association Conce,700 South Manlius Street,Fayetteville,13066,,2025-10-08,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Herricks Sd - Center St Elem Sch,240 Center  Street,Williston Park,11596,,2025-09-29,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Dutchess,Beekman Elementary School,201 Lime Ridge Road,Poughquag,12570,,2026-04-14,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,St Lawrence,Madrid-Waddington Central School,2582 State Route 345,Madrid,13660,,2026-04-16,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Salem Nutrition Center,60 Bittner Street,Rochester,14604,,2025-12-16,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Cayuga,Millard Fillmore Elementary - Sacc,South Main Street,Moravia,13118,,2021-11-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,St Lawrence,Hermon-Dekalb Central School,709 East Dekalb Road,Dekalb Junction,13630,,2025-07-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Westchester,Decosta'S,400 Yonkers Avenue,Yonkers,10704,,2025-06-26,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,Trinity Alliance,15 Trinity  Place,Albany,12202,,2025-05-06,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Rcsd-Dr. Martin Luther King Jr #9,485 North Clinton Avenue,Rochester,14605,,2026-04-27,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oneida,Top Of The Morning Cafe Llc,414 Trenton Avenue,Utica,13502,,2026-01-09,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,La Strada Of Merrick,2100 Merrick Avenue,Merrick,11566,,2025-12-03,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Pride And Joy Day Care,55 Finn Road,Henrietta,14467,,2026-06-16,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Lounge 19,859 Bay Street,Rochester,14609,,2025-02-21,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,First United Methodist Church,8210 Buffalo Avenue,Niagara Falls,14304,,2026-02-05,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Madison,Cazenovia Childrens House,2757 U.S. Route 20 Route,Cazenovia,13035,,2026-04-28,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Napoli'S & Catering,5107 West Ridge Road,Spencerport,14559,,2026-04-23,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Chenango,Unadilla Valley School District,4238 State Hwy 8,New Berlin,13411,,2025-08-21,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Footsy Magoos,17 First  Street,Troy,12180,,2026-01-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Sullivan'S Quay,541 Port Washington  Boulevard,Port Washington,11050,,2026-03-06,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Baldwinsville Pop Warner Football,8439 Smokey Hollow Road,Baldwinsville,13027,,2025-09-20,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orange,Don Julio Restaurant,215 Wickham  Avenue,Middletown,10940,,2026-05-20,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Oswego,Discovery Learning Center,80 County Route 59,Phoenix,13135,,2026-06-17,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Touche,309 West Fayette Street,Syracuse,13203,,2025-12-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Niagara,B & D'S Bagels,"21 Main St., Suite 1A1",Lockport,14094,,2026-06-05,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Tioga,Owego Free Academy,1 Sheldon Guiles  Boulevard,Owego,13827,,2018-07-19,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orange,South Middle School,33 - 63 Monument Street,Newburgh,12550,,2026-04-15,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Albany,Nas Takeout,58 Morton Avenue,Albany,12202,,2026-04-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Allegany,Rockburgers,3511 Ray Hill Road,Andover,14806,,2026-04-22,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Baker Hill Tavern,630 Middle Neck  Road,Great Neck,11023,,2026-03-26,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Tioga,Owego Free Academy,1 Sheldon Guiles  Boulevard,Owego,13827,,2026-05-19,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orange,Port Jervis Seds,Route 209,Port Jervis,12771,,2022-08-10,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Orange,Homewood Suites By Hilton,180 Bruenig  Road,New Windsor,12553,,2026-03-31,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Children'S School @ Urmc-Cclc,55 Castleman Drive,Rochester,14620,,2025-11-21,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Dutchess,Catharine Street Comm. Ctr. Sed Site,69 Catharine Street,Poughkeepsie,12601,,2019-07-30,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Onondaga,Thornden Park Fieldhouse-Conc. Stand,721 Ostrom Avenue,Syracuse,13210,,2025-07-15,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rensselaer,Cracker Barrel Old Country Store 317,122 Troy Road,East Greenbush,12061,,2026-02-12,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Boys & Girls Club Of Ob-East Norwich,1 Pine Hollow  Road,Oyster Bay,11771,,2024-06-21,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Madison,Canastota High School,101 Roberts Street,Canastota,13032,,2025-09-26,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Rockland,Tropical Delicacy,80  East Route 59,Spring Valley,10977,,2026-03-02,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Nassau,Ted'S Fishing Station,143 Bayside  Drive,Point Lookout,11569,,2025-08-13,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
New York,NY,Monroe,Royal Cafe,15 North Main Street,Fairport,14450,,2025-11-24,Review,https://data.ny.gov/Health/Food-Service-Establishment-Last-Inspection/cnih-y5dw,2026-06-30
